income_stability,spending_consistency,savings_ratio,transaction_frequency,avg_monthly_income,avg_monthly_spending,defaulted
0.1659,0.564,0.4053,17.18,33440.01,20537.58,0
0.1143,0.0564,0.3535,18.37,32495.15,23115.05,0
0.2861,0.3642,0.4657,23.56,36461.12,18379.59,0
0.4711,0.3047,0.1389,13.1,24780.07,20993.29,0
0.3114,0.4048,0.1367,7.21,16733.96,14703.85,0
0.2025,0.2743,0.2432,20.08,23808.82,17040.18,0
0.1457,0.0634,0.4492,18.9,39292.96,19725.57,0
0.026,0.1838,0.31,16.21,22904.87,15893.96,0
0.0964,0.0592,0.3052,16.16,30270.24,20367.03,0
0.0838,0.3474,0.3145,17.11,33425.92,23376.58,0
0.0677,0.1692,0.4319,19.07,29251.43,13742.52,0
0.1338,0.0875,0.088,6.73,19215.55,17647.32,1
0.1121,0.2019,0.5779,22.17,34594.05,14820.18,0
0.4278,0.1643,0.5177,23.19,34796.96,17648.8,0
0.0325,0.1703,0.4839,26.0,40153.36,17584.62,0
0.1149,0.3343,0.3921,24.47,30065.98,16964.56,0
0.1042,0.3101,0.2871,20.94,27791.78,22450.76,0
0.4067,0.4753,0.169,13.03,19892.67,16929.77,0
0.1565,0.6129,0.2243,9.61,26782.51,20832.32,0
0.2623,0.276,0.3416,20.3,33142.0,21843.11,0
0.4039,0.0776,0.2441,20.69,25893.42,20761.29,1
0.4822,0.4567,0.2535,14.84,18941.64,15776.09,0
0.2428,0.199,0.2459,15.31,17378.43,12712.1,0
0.117,0.1906,0.0333,8.07,11759.05,10990.56,0
0.2967,0.3335,0.2291,20.95,28135.1,22535.38,0
0.0259,0.1125,0.4342,20.06,33072.6,17242.19,0
0.2965,0.2648,0.2457,14.18,26684.48,21258.29,0
0.4442,0.0456,0.196,17.1,19767.27,17017.75,0
0.0975,0.0882,0.3374,18.31,29014.11,17746.27,0
0.2457,0.0929,0.5019,26.15,36617.0,16505.0,0
0.2889,0.5813,0.1334,12.55,17711.39,15047.85,0
0.1676,0.0113,0.4964,28.25,43301.25,26091.5,0
0.9472,0.6685,0.2827,10.1,17933.23,13201.14,0
0.128,0.3048,0.3533,22.16,29293.2,20153.66,0
0.2453,0.1501,0.2627,14.46,24956.77,17812.14,0
0.5491,0.3128,0.2247,14.88,23835.18,15728.49,1
0.2421,0.4651,0.0381,9.73,11704.85,11018.48,0
0.3566,0.129,0.4006,21.28,34109.48,19528.95,0
0.3235,0.056,0.3727,18.65,35682.74,22617.82,0
0.2097,0.0182,0.2265,12.33,28421.96,19724.71,1
0.4421,0.5196,0.5242,23.86,36913.84,18156.14,0
0.3456,0.1151,0.2759,17.24,33542.29,26369.1,0
0.2374,0.3493,0.4784,16.18,31992.59,16421.34,0
0.4717,0.6506,0.1017,15.88,24723.28,22579.89,0
0.9609,0.7399,0.0558,10.88,21792.58,19118.88,1
0.1806,0.7528,0.0717,5.19,10349.19,9592.56,0
0.477,0.1992,0.3439,20.86,27249.24,18691.8,0
0.7615,0.7512,0.1942,8.38,14566.52,11987.19,0
0.1705,0.3742,0.4022,17.82,30376.66,20770.56,0
0.1631,0.1099,0.4282,18.34,30305.68,19273.81,0
0.0395,0.5302,0.3557,21.17,21898.99,14814.06,0
0.0562,0.2037,0.2944,17.42,28073.77,20063.71,0
0.1405,0.2747,0.2678,12.62,20779.63,14491.84,0
0.0409,0.0511,0.3564,13.99,29386.51,17708.72,0
0.516,0.3743,0.1756,10.7,22210.95,17216.05,0
0.1943,0.3394,0.4757,23.52,41423.27,20295.92,0
0.2292,0.3459,0.3424,21.33,31906.56,21116.03,0
0.0987,0.2563,0.1424,8.44,15599.85,12546.4,0
0.3584,0.2841,0.1467,12.2,19115.34,15869.4,0
0.5698,0.3568,0.1822,16.34,24988.59,20225.72,0
0.0403,0.4456,0.2851,19.11,31084.91,23389.48,0
0.2543,0.2283,0.2343,15.01,19386.93,13901.24,0
0.2447,0.3483,0.4964,21.47,35687.05,18400.79,0
0.2041,0.1104,0.3464,22.11,31409.71,17987.34,0
0.3396,0.2013,0.3996,21.65,35665.45,20266.36,0
0.6554,0.0701,0.3233,14.99,24552.94,16503.65,0
0.2344,0.5448,0.2929,13.13,22091.27,14395.74,0
0.8147,0.1372,0.3208,17.15,25612.99,15450.3,0
0.0686,0.1969,0.4759,23.23,39978.75,21279.44,0
0.1609,0.4834,0.3838,18.44,32156.55,17139.57,0
0.2818,0.3936,0.223,8.81,11676.58,8935.43,1
0.3762,0.1704,0.3648,20.42,28121.15,16071.71,0
0.4696,0.0559,0.2949,19.35,30285.46,21645.13,0
0.01,0.4342,0.1979,11.61,19589.28,15394.67,0
0.0515,0.625,0.5354,23.43,35837.22,16779.13,0
0.2201,0.6769,0.2702,22.48,35941.17,27584.24,0
0.2688,0.0547,0.3878,20.68,27342.96,17168.41,1
0.0452,0.1744,0.2756,10.9,22064.19,14609.7,0
0.1921,0.1945,0.3322,15.3,28915.65,20725.46,0
0.1822,0.2366,0.2123,12.6,15176.06,11998.54,0
0.0627,0.2757,0.4985,23.61,34950.87,17625.94,0
0.3594,0.0769,0.3896,18.51,35236.46,25842.98,0
0.1165,0.2323,0.3961,22.33,31923.06,16940.92,0
0.2965,0.3738,0.2276,19.69,28021.72,23488.34,0
0.4021,0.3098,0.5206,17.83,42355.35,17254.65,0
0.1862,0.2009,0.4042,17.06,28933.73,17839.75,0
0.6657,0.2452,0.4233,22.5,33389.72,18980.66,0
0.5537,0.0374,0.3524,18.43,39308.02,26044.1,0
0.01,0.6259,0.2279,14.22,24641.51,18227.7,0
0.7163,0.4869,0.2298,15.03,18536.65,14090.79,1
0.0506,0.06,0.3275,9.58,23294.0,16618.05,0
0.3722,0.3731,0.4177,21.15,30128.33,17012.74,0
0.5625,0.136,0.0486,7.73,27246.79,25753.07,0
0.2899,0.0525,0.1831,11.86,17299.69,15903.71,0
0.1055,0.4227,0.2414,13.71,16860.42,13758.65,0
0.289,0.2217,0.5654,24.49,38254.16,16883.03,0
0.2935,0.1898,0.3767,16.84,32265.17,20034.9,0
0.2192,0.4262,0.2254,15.58,28186.31,20972.05,0
0.1086,0.2905,0.1101,11.67,13861.34,11806.98,0
0.07,0.2867,0.4165,23.91,42741.25,29343.45,0
0.0707,0.1645,0.2966,14.36,21258.76,14619.56,0
0.4652,0.3641,0.0787,9.83,18516.26,15437.14,1
0.313,0.1098,0.3169,15.79,32599.96,20974.26,0
0.0237,0.3589,0.3784,20.45,32254.0,21458.53,0
0.2782,0.5258,0.231,12.85,18676.71,15376.63,0
0.2178,0.6104,0.383,18.52,34547.98,17534.24,0
0.0303,0.2383,0.2134,12.13,22460.19,16819.38,0
0.4547,0.5797,0.1025,12.0,19494.0,18324.9,0
0.1174,0.3178,0.3559,16.04,31578.71,20074.74,0
0.0854,0.0979,0.5214,27.9,43604.45,23219.64,0
0.282,0.1691,0.1738,17.33,21032.7,16933.27,0
0.3871,0.1662,0.1947,11.48,24552.8,20909.54,0
0.1311,0.1853,0.1817,16.85,22344.91,20015.14,0
0.1147,0.2798,0.2453,10.27,23150.17,17376.56,0
0.3295,0.2649,0.324,21.53,32315.24,21144.81,0
0.023,0.1678,0.3363,16.56,28714.65,20031.34,0
0.3041,0.1732,0.4483,19.31,30269.15,16205.82,0
0.245,0.0222,0.4038,20.47,26675.74,15284.22,0
0.2032,0.6155,0.2392,20.21,25859.59,18817.65,0
0.2272,0.8106,0.2293,12.63,17986.81,14633.46,0
0.1961,0.4471,0.2585,17.25,28308.63,21931.26,0
0.4558,0.1798,0.5719,26.39,45963.31,19604.84,0
0.01,0.186,0.3288,17.82,33494.55,22797.92,0
0.1202,0.1322,0.208,13.64,26372.78,19827.72,0
0.2362,0.4716,0.3837,16.63,28733.05,15149.34,0
0.3492,0.3101,0.1358,12.95,13776.68,12176.74,0
0.6471,0.1175,0.258,9.56,21961.26,17291.61,0
0.0779,0.01,0.3765,19.65,28760.44,17897.45,0
0.0506,0.1987,0.2945,16.59,27583.03,19623.96,0
0.6126,0.1982,0.2591,10.62,19900.44,15103.2,0
0.3986,0.4042,0.422,17.64,28748.7,15262.73,0
0.1433,0.1902,0.3344,16.91,26194.06,16119.89,0
0.1021,0.1305,0.3529,19.82,27992.0,17242.87,0
0.4122,0.1149,0.4517,19.46,28874.79,14236.79,0
0.1298,0.01,0.1921,16.36,28759.95,25008.34,0
0.3999,0.1757,0.2967,17.03,24571.45,17745.67,0
0.4857,0.0344,0.0388,8.76,17012.94,15933.59,0
0.1201,0.4864,0.3733,15.27,23107.65,16847.0,0
0.4969,0.2196,0.4534,22.56,35263.75,18965.2,0
0.1776,0.3272,0.3498,17.81,28249.97,17518.65,0
0.4537,0.5249,0.2021,9.55,22005.75,17677.2,0
0.3586,0.4435,0.2837,19.65,26156.01,18988.04,0
0.01,0.2474,0.257,19.5,32070.28,25824.46,0
0.0951,0.2296,0.4741,23.09,35521.44,20628.84,0
0.3997,0.1585,0.3593,21.17,31860.83,21910.96,0
0.3331,0.1059,0.3977,21.71,30416.27,17035.81,0
0.0371,0.392,0.2133,10.6,16180.93,13945.15,0
0.2347,0.1833,0.341,16.41,31503.71,19822.37,0
0.4584,0.0776,0.1254,11.97,16156.42,13120.21,0
0.1106,0.1068,0.4593,21.02,36666.18,15243.88,0
0.4706,0.3633,0.2465,8.55,17162.75,13302.73,0
0.4508,0.1079,0.2218,10.8,18000.03,14030.55,0
0.4716,0.3789,0.289,11.73,17594.49,12213.75,0
0.1573,0.6643,0.3834,21.21,32268.82,19810.76,0
0.7151,0.4047,0.0707,9.3,16880.9,14731.59,1
0.4138,0.1374,0.2942,17.59,28390.34,19938.62,0
0.144,0.5294,0.4235,24.49,37580.76,20784.44,0
0.3951,0.765,0.2156,15.63,32718.25,24780.42,0
0.0944,0.6197,0.309,13.5,21922.82,11565.8,0
0.0855,0.1099,0.4741,24.33,35189.02,16085.7,0
0.335,0.4372,0.1127,13.42,20521.24,19267.58,0
0.1297,0.6554,0.2449,17.66,26884.69,20086.89,0
0.3117,0.646,0.2616,16.52,19857.99,14009.99,0
0.763,0.1819,0.3323,16.22,23812.88,14064.68,0
0.4358,0.338,0.3463,12.03,26223.2,18623.27,0
0.0565,0.1971,0.1817,10.15,11562.0,9456.87,0
0.673,0.1146,0.2802,12.94,22071.98,14794.7,1
0.7048,0.3711,0.2002,11.76,22954.15,17368.03,0
0.206,0.2625,0.2922,17.26,27830.54,19967.66,0
0.2202,0.2522,0.4779,20.95,28362.46,14433.97,0
0.1101,0.4607,0.3295,17.31,27247.23,18787.06,0
0.0517,0.0422,0.2754,11.4,27013.45,16719.03,0
0.0318,0.3525,0.5049,22.81,37237.32,17937.97,0
0.2629,0.3075,0.4509,20.89,33297.59,16843.66,0
0.1567,0.4869,0.2811,16.27,22649.71,15495.22,1
0.1744,0.2743,0.1616,10.17,22486.54,18277.45,0
0.1254,0.5632,0.3647,17.79,28633.78,17814.77,0
0.4488,0.5321,0.3201,17.08,26316.01,18705.03,0
0.01,0.2785,0.3338,21.68,33670.9,22631.53,0
0.067,0.2206,0.3569,25.38,32527.18,21010.18,0
0.6013,0.2889,0.1397,10.79,21909.5,19002.24,0
0.3698,0.1393,0.3159,24.2,35329.05,25916.78,0
0.279,0.2303,0.413,26.52,44518.06,28016.68,0
0.0535,0.5026,0.1788,13.4,21285.31,18724.24,0
0.121,0.1505,0.4341,20.7,36086.17,25894.6,0
0.0221,0.3674,0.3786,19.47,28696.06,20028.13,0
0.292,0.12,0.3817,20.08,35632.13,23014.67,0
0.4361,0.0707,0.3121,14.88,28286.81,16883.76,0
0.1419,0.5253,0.3065,15.37,20472.96,12491.18,0
0.0711,0.0443,0.3879,24.14,32127.19,22501.72,0
0.0776,0.0151,0.4637,17.91,35188.31,19620.7,0
0.0625,0.2381,0.3452,20.78,24059.72,18219.28,0
0.3239,0.4107,0.3308,23.11,35199.0,19639.31,0
0.0556,0.4292,0.1168,15.26,23462.94,21999.76,0
0.045,0.3516,0.2016,15.65,18489.64,14992.59,0
0.7364,0.135,0.3509,16.55,25280.14,17122.58,0
0.2894,0.3941,0.2696,18.69,29389.71,19068.6,1
0.1563,0.387,0.4405,25.59,31811.52,16620.56,0
0.2987,0.12,0.3137,17.16,30279.86,18158.26,0
0.2495,0.0631,0.0964,12.39,23815.21,21463.46,0
0.1963,0.455,0.2996,22.3,30699.84,20560.93,0
0.0111,0.5232,0.228,14.06,26751.9,21280.46,0
0.23,0.2542,0.4138,25.15,38190.81,21222.88,0
0.664,0.0971,0.2846,17.87,21126.08,14520.81,0
0.1364,0.1514,0.6019,19.58,35910.68,13708.61,0
0.3936,0.3953,0.3941,20.36,32768.46,20300.36,0
0.2063,0.3074,0.4866,24.3,41426.09,25127.34,0
0.233,0.0563,0.4856,28.53,39892.91,16422.47,0
0.0343,0.4802,0.1977,10.94,24859.55,19627.2,0
0.2108,0.2615,0.5187,20.73,36099.97,18832.08,0
0.2559,0.1231,0.4457,17.38,37715.39,21841.64,0
0.0962,0.1771,0.3561,19.07,29981.11,19334.47,0
0.2331,0.1939,0.4866,25.12,40346.7,20142.13,0
0.2952,0.2331,0.4525,25.06,37236.3,18750.85,0
0.4016,0.7064,0.2548,11.74,18310.63,13198.01,0
0.2197,0.3836,0.1493,8.87,17923.19,14960.84,0
0.0896,0.2672,0.4879,25.5,37699.01,18158.63,0
0.3296,0.3382,0.4267,14.26,25376.66,16163.32,0
0.0216,0.3992,0.4733,23.35,33620.5,20624.41,0
0.5955,0.2048,0.2821,13.93,24215.59,18092.65,0
0.4991,0.1529,0.4439,23.07,33077.11,20945.52,0
0.1176,0.6265,0.2626,13.95,23907.66,18449.22,1
0.0187,0.022,0.1816,14.67,26252.78,22804.71,0
0.4428,0.2589,0.4587,21.13,29843.45,17889.39,0
0.3868,0.6609,0.1188,10.55,14670.86,12496.91,0
0.092,0.3136,0.2256,15.22,22357.49,18258.98,0
0.1364,0.0168,0.1353,5.65,19281.63,17987.94,0
0.1439,0.1223,0.3944,19.72,29467.0,13843.36,0
0.5768,0.0146,0.2302,14.56,19279.54,14017.63,0
0.4632,0.2577,0.1277,15.08,18681.07,16285.97,0
0.0582,0.1765,0.3346,19.88,24835.99,20058.16,0
0.3039,0.2091,0.2528,19.55,24045.07,19275.06,0
0.3552,0.1117,0.3796,18.93,30188.34,20405.03,0
0.3326,0.7465,0.0955,9.68,17688.35,16731.37,0
0.2598,0.121,0.6046,27.3,45795.57,19151.01,0
0.1717,0.3375,0.6493,24.06,39523.47,13638.7,0
0.3063,0.7668,0.4378,13.34,22559.21,13823.91,1
0.216,0.6867,0.1804,7.77,12833.56,9831.6,0
0.8734,0.5262,0.3317,12.85,22493.35,15670.03,0
0.0934,0.0152,0.6421,20.95,36801.82,14022.83,0
0.01,0.2389,0.4805,25.72,41703.57,20724.11,0
0.0302,0.3418,0.5551,25.28,42495.02,21042.55,0
0.2577,0.2568,0.2779,12.14,26753.63,18217.53,0
0.3411,0.2854,0.1702,15.4,17650.82,13302.48,0
0.7206,0.3821,0.1048,9.84,24678.56,19441.72,1
0.1554,0.0935,0.2617,16.71,21058.93,15971.14,0
0.5915,0.104,0.3416,22.02,28031.9,16618.85,0
0.1045,0.0682,0.4127,21.47,37545.32,21921.16,0
0.3697,0.0822,0.1906,15.33,21029.57,17755.61,0
0.3169,0.628,0.3935,22.15,33995.65,20208.32,0
0.5331,0.4672,0.2202,12.48,22653.34,18251.48,0
0.4404,0.3192,0.3523,16.72,25453.9,16859.25,0
0.1119,0.077,0.4136,19.19,23792.73,14228.08,0
0.5025,0.4968,0.1202,8.09,9490.42,8079.48,1
0.3397,0.1768,0.3034,22.93,37846.62,28804.04,0
0.3207,0.4547,0.1148,11.17,23362.7,19450.39,0
0.1983,0.4974,0.2946,20.01,29976.5,19822.2,0
0.0468,0.0317,0.41,23.59,39337.38,24352.06,0
0.0251,0.0408,0.2128,10.88,19957.45,15331.58,0
0.3482,0.2939,0.4241,24.58,41569.51,24495.03,0
0.5288,0.3921,0.4591,24.13,32139.05,18523.03,0
0.1774,0.2259,0.478,23.01,41925.95,22898.87,0
0.0743,0.0445,0.3594,14.02,23483.41,15089.48,0
0.5161,0.1442,0.1496,3.11,5765.3,5095.67,0
0.2539,0.5995,0.3522,23.34,36907.06,25085.01,0
0.1024,0.6306,0.3417,22.46,35561.83,24663.18,0
0.042,0.3129,0.3923,20.0,30985.66,18630.38,0
0.107,0.1743,0.46,21.74,33034.67,18990.2,0
0.098,0.078,0.2691,8.09,21217.44,15711.45,0
0.01,0.4446,0.1373,13.94,20672.32,17554.0,0
0.024,0.2272,0.105,8.22,15465.96,13957.33,0
0.601,0.5211,0.1979,13.28,20169.12,14324.65,0
0.01,0.4798,0.1342,9.41,14080.63,11329.37,0
0.3861,0.2827,0.4245,16.52,28770.25,15585.18,0
0.0128,0.6658,0.1407,15.28,23483.22,21967.29,0
0.405,0.1403,0.3322,19.54,32328.69,23341.57,0
0.2488,0.6227,0.1757,14.95,19245.87,16477.69,0
0.2033,0.01,0.4334,23.0,35129.54,20876.41,0
0.2405,0.0802,0.5648,25.98,36136.13,10620.17,0
0.0353,0.27,0.0939,10.91,18141.22,15304.56,0
0.1838,0.3742,0.2984,14.21,24650.87,17403.94,0
0.1236,0.4519,0.5663,24.52,33607.73,15195.02,0
0.3242,0.4885,0.1983,10.28,16305.42,13500.81,0
0.1219,0.2036,0.3022,16.53,29540.44,21566.38,0
0.1993,0.6512,0.2183,13.35,24439.12,17562.04,0
0.5537,0.3229,0.1005,11.79,18421.97,15726.96,0
0.3459,0.2002,0.2609,17.11,23947.23,19829.65,0
0.1736,0.0826,0.2823,14.06,26322.69,18775.49,0
0.1672,0.0231,0.3614,22.81,33714.83,16793.87,0
0.1304,0.0851,0.2428,12.25,20551.47,15202.53,0
0.2451,0.2155,0.2864,16.03,25903.64,16717.93,0
0.192,0.1649,0.4073,23.33,30719.74,17914.01,0
0.5132,0.1445,0.4059,22.48,32362.23,18048.36,0
0.1361,0.4082,0.21,9.92,26016.21,20568.75,0
0.1637,0.4026,0.2791,13.68,23937.01,15865.22,0
0.1276,0.5352,0.4074,14.69,23516.64,13014.34,0
0.191,0.2568,0.3652,25.79,33915.21,22267.37,0
0.0577,0.1855,0.2192,19.31,30022.67,23191.22,0
0.8059,0.267,0.0,9.28,19599.7,19286.83,0
0.2445,0.266,0.0726,9.55,16221.95,16607.67,0
0.1494,0.2164,0.3808,22.15,35689.13,17066.41,0
0.125,0.1773,0.3358,22.11,32323.86,19002.33,0
0.0797,0.0916,0.2669,16.23,28117.85,18332.82,0
0.2176,0.5072,0.3632,23.27,33244.49,20766.86,0
0.3669,0.0752,0.3118,11.78,25275.01,18452.59,0
1.0259,0.3736,0.2355,9.91,20307.11,12554.51,1
0.2097,0.1426,0.3775,21.13,28921.66,20210.48,0
0.283,0.2537,0.4336,22.95,29890.75,15961.19,0
0.4306,0.0827,0.1583,9.94,24223.31,18392.02,0
0.5697,0.01,0.3496,14.65,26195.63,18813.39,0
0.3033,0.0306,0.4921,20.84,40305.11,18790.34,0
0.01,0.2495,0.1006,8.67,19076.42,17853.99,0
0.4385,0.4225,0.4416,22.49,37719.14,25474.8,0
0.1539,0.5614,0.1271,8.08,19371.72,17413.13,0
0.1062,0.125,0.388,12.25,25713.5,15045.67,0
0.1631,0.3998,0.3093,17.37,26950.33,18040.38,0
0.2257,0.5687,0.293,19.28,30720.17,20994.29,0
0.1744,0.4536,0.1938,11.85,17367.66,14501.24,1
0.1024,0.2705,0.1786,12.54,17794.93,16251.28,0
0.4942,0.2315,0.1779,13.07,13277.3,11249.82,0
0.1117,0.4348,0.4189,24.54,38742.61,25261.33,0
0.5929,0.4344,0.1158,8.56,14320.32,13587.64,0
0.3285,0.5103,0.2557,10.56,12910.55,10584.36,0
0.7577,0.4043,0.258,13.39,21089.81,15164.01,0
0.165,0.3867,0.4785,20.55,37129.61,19033.31,0
0.1349,0.2256,0.4149,29.33,41379.02,24805.57,0
0.3389,0.3037,0.3855,16.31,33162.02,16521.54,0
0.5515,0.1685,0.3422,17.2,27696.78,19370.32,0
0.2191,0.0524,0.1083,16.89,19400.61,16742.55,0
0.4073,0.4311,0.4185,20.45,29083.17,16626.38,0
0.2648,0.2054,0.3115,18.06,24019.39,17067.82,0
0.2339,0.2713,0.0899,8.09,7564.7,8046.87,0
0.0863,0.793,0.0778,9.21,11531.42,10628.3,0
0.0912,0.1568,0.4327,27.69,42535.13,24132.37,0
0.3057,0.2059,0.4103,19.24,33268.92,19751.77,0
0.0261,0.4236,0.0809,1.0,9812.88,10205.94,0
0.0966,0.0719,0.3834,20.52,34659.09,19480.02,0
0.2526,0.0586,0.2437,15.41,26519.37,18672.1,0
0.2599,0.1979,0.1829,15.17,27419.27,22213.51,0
0.6492,0.0333,0.3816,20.03,32111.45,20788.18,0
0.225,0.1403,0.2817,18.77,26617.9,17771.05,0
0.1239,0.5642,0.2803,17.34,27201.65,18609.56,0
0.126,0.2887,0.2368,15.09,21511.21,17864.17,0
0.4614,0.0753,0.4582,20.67,27233.17,13035.81,0
0.1484,0.3366,0.2969,12.27,24185.76,15596.02,0
0.1951,0.5028,0.3156,21.56,26783.92,19268.99,0
0.7958,0.4411,0.1314,5.1,8273.41,7599.59,0
0.454,0.1646,0.1676,10.56,18397.33,12799.44,0
0.363,0.1116,0.2108,13.5,23028.45,20021.2,0
0.1366,0.0357,0.3125,16.07,29755.94,19912.42,0
0.3213,0.2275,0.3553,16.6,30947.98,22765.46,0
0.062,0.6213,0.1718,4.83,13745.46,11453.89,1
0.1587,0.5607,0.4149,25.51,36632.64,20700.59,0
0.2723,0.3693,0.3253,21.55,32808.24,22174.11,0
0.0807,0.2512,0.3353,18.5,29852.67,23793.93,0
0.2455,0.1219,0.2762,13.5,29796.36,21107.1,0
0.1498,0.2716,0.2081,14.19,30041.28,24609.01,0
0.0262,0.7447,0.2074,14.47,24171.14,18284.7,0
0.0377,0.2527,0.4088,18.2,29702.0,17584.0,0
0.3286,0.3555,0.4948,22.44,36804.57,19034.55,0
0.5429,0.3145,0.1691,17.25,22031.59,17758.62,0
0.0492,0.1833,0.3642,20.41,32173.51,19928.88,0
0.2768,0.365,0.347,16.99,30830.68,22711.59,0
0.3718,0.4546,0.339,17.43,25477.96,15621.05,0
0.2463,0.1626,0.4731,19.13,34888.97,17935.63,0
0.6893,0.5754,0.0202,4.74,10960.28,10504.5,0
0.1776,0.0558,0.3365,18.37,32682.76,18807.08,0
0.3286,0.4845,0.2798,11.91,20051.19,14729.52,0
0.1531,0.432,0.0766,2.7,12480.03,11951.01,1
0.2269,0.3367,0.2445,16.33,28695.78,21634.41,0
0.1296,0.142,0.4113,20.22,38374.69,23285.91,0
0.44,0.4454,0.0388,9.23,15300.45,15684.89,1
0.5129,0.5052,0.4565,19.7,27369.83,14968.89,0
0.0287,0.0255,0.4471,23.94,36281.78,21844.22,0
0.1155,0.1183,0.2737,13.13,21993.88,16200.66,0
0.0179,0.2614,0.4778,21.77,37808.4,19586.27,0
0.2503,0.5265,0.3421,17.4,30473.46,22905.87,0
0.2918,0.7098,0.4029,21.55,33736.53,21593.49,0
0.2826,0.4069,0.2822,16.64,29540.55,21091.17,0
0.2816,0.399,0.388,25.64,34849.81,23009.26,0
0.4374,0.1893,0.2667,13.7,24222.22,20026.5,1
0.3312,0.1407,0.1275,20.8,19313.79,17018.4,0
0.2839,0.1579,0.3907,14.69,23690.62,17226.71,0
0.6506,0.3563,0.3783,18.71,24640.98,14866.9,0
0.5926,0.7455,0.2691,15.19,24396.29,17319.85,0
0.2857,0.0263,0.1116,14.42,21843.87,17508.5,0
0.7834,0.5253,0.1982,12.32,23207.08,16415.89,1
0.2132,0.2262,0.4464,24.2,40204.43,20373.22,0
0.2796,0.5431,0.2486,12.42,16616.63,11535.37,1
0.3679,0.0938,0.3581,21.16,28559.18,16960.33,0
0.4566,0.4126,0.1554,14.51,17901.25,14522.49,0
0.1212,0.2533,0.4504,25.09,31792.34,20099.46,0
0.3099,0.0695,0.3963,23.05,35835.64,21698.36,0
0.2989,0.2731,0.466,23.72,42024.81,20683.7,0
0.2409,0.0985,0.4635,26.4,35080.49,17455.83,0
0.0941,0.2155,0.3673,15.29,25320.13,18141.34,0
0.4792,0.0347,0.3387,18.15,29050.73,19030.35,0
0.2539,0.2166,0.3824,13.3,33204.97,20839.18,0
0.4184,0.4055,0.0652,9.76,11637.92,11506.62,1
0.2502,0.5848,0.2659,13.71,23731.78,18036.28,0
0.186,0.2525,0.403,18.01,38145.48,23652.16,0
0.1072,0.705,0.3758,11.36,25071.53,15827.96,0
0.2964,0.3138,0.2869,14.14,28980.5,19058.82,0
0.0512,0.3054,0.4701,19.94,41709.6,21276.28,0
0.2548,0.1123,0.5565,27.73,32595.46,14208.9,0
0.4365,0.6822,0.284,16.79,25981.51,21650.57,0
0.0418,0.2585,0.4578,24.22,37789.02,21222.48,0
0.4138,0.0412,0.0955,9.28,20209.45,19193.38,0
0.263,0.2116,0.2625,13.65,25378.41,19821.07,0
0.1322,0.3668,0.497,24.56,36426.0,18355.2,0
0.1521,0.2096,0.3381,18.45,31487.73,20461.62,0
0.132,0.2596,0.3534,17.24,23860.21,17022.79,0
0.2283,0.1458,0.2131,18.14,25643.64,21289.91,0
0.4046,0.2689,0.2692,15.81,27699.51,19761.46,0
0.4675,0.391,0.2406,12.89,10956.57,8575.3,0
0.3997,0.1441,0.0804,7.02,19898.54,17068.82,0
0.1099,0.3235,0.3057,20.04,28153.36,16271.87,0
0.3728,0.1762,0.2055,13.99,21052.71,15744.95,0
0.0411,0.0662,0.3979,21.28,29080.71,18254.78,0
0.0259,0.1528,0.3346,21.85,33681.35,21722.03,0
0.1881,0.2096,0.471,27.61,42714.11,23090.2,0
0.1102,0.135,0.3786,21.46,40044.82,25287.11,0
0.4897,0.4982,0.0898,9.82,24192.1,22057.27,0
0.6001,0.4081,0.2384,16.64,20552.73,16676.38,0
0.6672,0.7458,0.2021,10.91,17535.35,12783.35,0
0.7457,0.2157,0.3464,14.88,28916.72,20322.72,0
0.1477,0.5378,0.2913,13.6,20347.75,15387.01,0
0.372,0.1738,0.4427,23.26,32356.08,17737.28,0
0.0759,0.497,0.3982,20.64,36774.38,21717.73,0
0.0449,0.1676,0.4371,23.29,35554.03,20515.7,0
0.6664,0.2984,0.1605,9.88,15022.97,12318.01,0
0.5839,0.4111,0.2199,14.52,21358.95,19090.69,1
0.1266,0.134,0.4516,23.66,34268.34,17023.53,0
0.4253,0.3745,0.4613,22.5,30872.87,18355.6,0
0.0724,0.3641,0.2103,8.91,16970.09,13594.86,0
0.0119,0.3419,0.1632,10.97,16989.88,14178.53,0
0.3248,0.2788,0.2713,20.71,26655.74,18324.14,0
0.628,0.1395,0.1733,9.12,16508.7,12735.32,0
0.1163,0.1589,0.3115,17.94,29771.49,18827.87,0
0.1816,0.1596,0.106,12.37,24597.54,23829.09,0
0.0732,0.4652,0.323,19.38,33998.48,21682.46,0
0.2112,0.3733,0.3048,17.68,27816.42,22134.72,0
0.5749,0.6036,0.2547,14.05,26898.72,17269.23,0
0.2274,0.0845,0.1974,11.99,16912.49,12980.26,0
0.2996,0.6601,0.5074,22.87,33871.61,19272.51,0
0.2535,0.8508,0.1592,12.49,15566.5,14751.04,0
0.9724,0.2864,0.14,8.67,14727.22,11057.27,1
0.0641,0.4696,0.2792,14.08,17815.08,12659.71,0
0.6423,0.7738,0.2034,12.92,14281.32,11897.85,0
0.276,0.091,0.2533,6.23,18775.98,13202.6,0
0.2234,0.3747,0.2442,23.75,34232.67,29009.2,0
0.0869,0.4678,0.1206,7.32,12401.91,11389.99,0
0.2605,0.01,0.3837,17.93,27184.08,13808.44,0
0.7696,0.695,0.0979,6.03,14545.41,12991.99,0
